repository,name,value
https://github.com/limetext/lime,Size of repo,4365.0
https://github.com/limetext/lime,Has downloads,1.0
https://github.com/limetext/lime,Active time in days,1471.0
https://github.com/Microsoft/vscode,Number of open issues,3521.0
https://github.com/Microsoft/vscode,Is a fork,0.0
https://github.com/Microsoft/vscode,Has wiki,1.0
https://github.com/Microsoft/vscode,Has issues,1.0
https://github.com/Microsoft/vscode,Number of watchers,21156.0
https://github.com/Microsoft/vscode,Active time in days,486.0
https://github.com/Microsoft/vscode,Size of repo,56950.0
https://github.com/Microsoft/vscode,Has downloads,1.0
https://github.com/neovim/neovim,Number of open issues,806.0
https://github.com/neovim/neovim,Is a fork,0.0
https://github.com/neovim/neovim,Has wiki,1.0
https://github.com/neovim/neovim,Number of watchers,21114.0
https://github.com/neovim/neovim,Has issues,1.0
https://github.com/neovim/neovim,Size of repo,45630.0
https://github.com/neovim/neovim,Active time in days,1067.0
https://github.com/neovim/neovim,Has downloads,1.0
https://github.com/adobe/brackets,Number of open issues,1796.0
https://github.com/adobe/brackets,Is a fork,0.0
https://github.com/adobe/brackets,Has wiki,1.0
https://github.com/adobe/brackets,Number of watchers,26663.0
https://github.com/adobe/brackets,Has issues,1.0
https://github.com/adobe/brackets,Size of repo,86342.0
https://github.com/adobe/brackets,Active time in days,1852.0
https://github.com/adobe/brackets,Has downloads,1.0
https://github.com/atom/atom,Number of open issues,1775.0
https://github.com/atom/atom,Is a fork,0.0
https://github.com/atom/atom,Has wiki,0.0
https://github.com/atom/atom,Number of watchers,33540.0
https://github.com/atom/atom,Has issues,1.0
https://github.com/atom/atom,Size of repo,288573.0
https://github.com/atom/atom,Has downloads,1.0
https://github.com/atom/atom,Active time in days,1809.0
https://github.com/MitocGroup/deep-framework,Number of open issues,17.0
https://github.com/MitocGroup/deep-framework,Is a fork,0.0
https://github.com/MitocGroup/deep-framework,Has wiki,1.0
https://github.com/MitocGroup/deep-framework,Has issues,1.0
https://github.com/MitocGroup/deep-framework,Number of watchers,357.0
https://github.com/MitocGroup/deep-framework,Has downloads,1.0
https://github.com/MitocGroup/deep-framework,Active time in days,454.0
https://github.com/MitocGroup/deep-framework,Size of repo,20695.0
https://github.com/goadapp/goad,Number of open issues,20.0
https://github.com/goadapp/goad,Is a fork,0.0
https://github.com/goadapp/goad,Has wiki,1.0
https://github.com/goadapp/goad,Has issues,1.0
https://github.com/goadapp/goad,Number of watchers,1020.0
https://github.com/goadapp/goad,Active time in days,334.0
https://github.com/goadapp/goad,Size of repo,7694.0
https://github.com/goadapp/goad,Has downloads,1.0
https://github.com/mentum/lambdaws,Number of open issues,19.0
https://github.com/mentum/lambdaws,Is a fork,0.0
https://github.com/mentum/lambdaws,Has wiki,1.0
https://github.com/mentum/lambdaws,Number of watchers,1225.0
https://github.com/mentum/lambdaws,Has issues,1.0
https://github.com/mentum/lambdaws,Active time in days,412.0
https://github.com/mentum/lambdaws,Size of repo,218.0
https://github.com/mentum/lambdaws,Has downloads,1.0
https://github.com/jorgebastida/gordon,Number of open issues,56.0
https://github.com/jorgebastida/gordon,Is a fork,0.0
https://github.com/jorgebastida/gordon,Has wiki,0.0
https://github.com/jorgebastida/gordon,Number of watchers,1652.0
https://github.com/jorgebastida/gordon,Has issues,1.0
https://github.com/jorgebastida/gordon,Size of repo,5160.0
https://github.com/jorgebastida/gordon,Has downloads,1.0
https://github.com/jorgebastida/gordon,Active time in days,367.0
https://github.com/claudiajs/claudia,Number of open issues,0.0
https://github.com/claudiajs/claudia,Is a fork,0.0
https://github.com/claudiajs/claudia,Has wiki,1.0
https://github.com/claudiajs/claudia,Number of watchers,1672.0
https://github.com/claudiajs/claudia,Has issues,1.0
https://github.com/claudiajs/claudia,Active time in days,332.0
https://github.com/claudiajs/claudia,Has downloads,1.0
https://github.com/claudiajs/claudia,Size of repo,831.0
https://github.com/awslabs/chalice,Number of open issues,50.0
https://github.com/awslabs/chalice,Is a fork,0.0
https://github.com/awslabs/chalice,Has wiki,0.0
https://github.com/awslabs/chalice,Number of watchers,2059.0
https://github.com/awslabs/chalice,Has issues,1.0
https://github.com/awslabs/chalice,Active time in days,218.0
https://github.com/awslabs/chalice,Has downloads,1.0
https://github.com/awslabs/chalice,Size of repo,380.0
https://github.com/lambci/lambci,Number of open issues,33.0
https://github.com/lambci/lambci,Is a fork,0.0
https://github.com/lambci/lambci,Has wiki,1.0
https://github.com/lambci/lambci,Number of watchers,2173.0
https://github.com/lambci/lambci,Has issues,1.0
https://github.com/lambci/lambci,Size of repo,11332.0
https://github.com/lambci/lambci,Has downloads,1.0
https://github.com/lambci/lambci,Active time in days,145.0
https://github.com/Miserlou/Zappa,Number of open issues,80.0
https://github.com/Miserlou/Zappa,Is a fork,0.0
https://github.com/Miserlou/Zappa,Has wiki,1.0
https://github.com/Miserlou/Zappa,Has issues,1.0
https://github.com/Miserlou/Zappa,Number of watchers,2507.0
https://github.com/Miserlou/Zappa,Has downloads,1.0
https://github.com/Miserlou/Zappa,Size of repo,2356.0
https://github.com/Miserlou/Zappa,Active time in days,346.0
https://github.com/apex/apex,Number of open issues,117.0
https://github.com/apex/apex,Is a fork,0.0
https://github.com/apex/apex,Has wiki,1.0
https://github.com/apex/apex,Has issues,1.0
https://github.com/apex/apex,Number of watchers,4362.0
https://github.com/apex/apex,Has downloads,1.0
https://github.com/apex/apex,Size of repo,2106.0
https://github.com/apex/apex,Active time in days,375.0
https://github.com/serverless/serverless,Number of open issues,212.0
https://github.com/serverless/serverless,Is a fork,0.0
https://github.com/serverless/serverless,Has wiki,0.0
https://github.com/serverless/serverless,Number of watchers,13638.0
https://github.com/serverless/serverless,Has issues,1.0
https://github.com/serverless/serverless,Has downloads,1.0
https://github.com/serverless/serverless,Active time in days,622.0
https://github.com/serverless/serverless,Size of repo,73040.0
https://github.com/mike-north/chrome-github-boxcutter,Number of open issues,2.0
https://github.com/mike-north/chrome-github-boxcutter,Is a fork,0.0
https://github.com/mike-north/chrome-github-boxcutter,Has wiki,1.0
https://github.com/mike-north/chrome-github-boxcutter,Number of watchers,26.0
https://github.com/mike-north/chrome-github-boxcutter,Has issues,1.0
https://github.com/mike-north/chrome-github-boxcutter,Has downloads,1.0
https://github.com/mike-north/chrome-github-boxcutter,Size of repo,205.0
https://github.com/mike-north/chrome-github-boxcutter,Active time in days,444.0
https://github.com/ForbesLindesay/github-real-names,Number of open issues,1.0
https://github.com/ForbesLindesay/github-real-names,Is a fork,0.0
https://github.com/ForbesLindesay/github-real-names,Has wiki,1.0
https://github.com/ForbesLindesay/github-real-names,Number of watchers,33.0
https://github.com/ForbesLindesay/github-real-names,Has issues,1.0
https://github.com/ForbesLindesay/github-real-names,Active time in days,727.0
https://github.com/ForbesLindesay/github-real-names,Size of repo,19.0
https://github.com/ForbesLindesay/github-real-names,Has downloads,1.0
https://github.com/panzerdp/clipboardy,Number of open issues,3.0
https://github.com/panzerdp/clipboardy,Is a fork,0.0
https://github.com/panzerdp/clipboardy,Has wiki,1.0
https://github.com/panzerdp/clipboardy,Has issues,1.0
https://github.com/panzerdp/clipboardy,Number of watchers,35.0
https://github.com/panzerdp/clipboardy,Has downloads,1.0
https://github.com/panzerdp/clipboardy,Size of repo,4356.0
https://github.com/panzerdp/clipboardy,Active time in days,335.0
https://github.com/benbalter/github-mention-highlighter,Number of open issues,2.0
https://github.com/benbalter/github-mention-highlighter,Is a fork,0.0
https://github.com/benbalter/github-mention-highlighter,Has wiki,0.0
https://github.com/benbalter/github-mention-highlighter,Has issues,1.0
https://github.com/benbalter/github-mention-highlighter,Number of watchers,36.0
https://github.com/benbalter/github-mention-highlighter,Active time in days,416.0
https://github.com/benbalter/github-mention-highlighter,Has downloads,1.0
https://github.com/benbalter/github-mention-highlighter,Size of repo,425.0
https://github.com/ryanflorence/github-plusone-extension,Number of open issues,3.0
https://github.com/ryanflorence/github-plusone-extension,Is a fork,0.0
https://github.com/ryanflorence/github-plusone-extension,Has wiki,1.0
https://github.com/ryanflorence/github-plusone-extension,Has issues,1.0
https://github.com/ryanflorence/github-plusone-extension,Number of watchers,50.0
https://github.com/ryanflorence/github-plusone-extension,Active time in days,250.0
https://github.com/ryanflorence/github-plusone-extension,Size of repo,225.0
https://github.com/ryanflorence/github-plusone-extension,Has downloads,1.0
https://github.com/Yatser/prettypullrequests,Number of open issues,5.0
https://github.com/Yatser/prettypullrequests,Is a fork,0.0
https://github.com/Yatser/prettypullrequests,Has wiki,1.0
https://github.com/Yatser/prettypullrequests,Has issues,1.0
https://github.com/Yatser/prettypullrequests,Number of watchers,57.0
https://github.com/Yatser/prettypullrequests,Has downloads,1.0
https://github.com/Yatser/prettypullrequests,Active time in days,1313.0
https://github.com/Yatser/prettypullrequests,Size of repo,789.0
https://github.com/thecodejunkie/github.expandinizr,Number of open issues,8.0
https://github.com/thecodejunkie/github.expandinizr,Is a fork,0.0
https://github.com/thecodejunkie/github.expandinizr,Has wiki,1.0
https://github.com/thecodejunkie/github.expandinizr,Number of watchers,84.0
https://github.com/thecodejunkie/github.expandinizr,Has issues,1.0
https://github.com/thecodejunkie/github.expandinizr,Active time in days,1090.0
https://github.com/thecodejunkie/github.expandinizr,Size of repo,423.0
https://github.com/thecodejunkie/github.expandinizr,Has downloads,1.0
https://github.com/ProLoser/Github-Omnibox,Number of open issues,20.0
https://github.com/ProLoser/Github-Omnibox,Is a fork,0.0
https://github.com/ProLoser/Github-Omnibox,Has wiki,0.0
https://github.com/ProLoser/Github-Omnibox,Number of watchers,99.0
https://github.com/ProLoser/Github-Omnibox,Has issues,1.0
https://github.com/ProLoser/Github-Omnibox,Size of repo,1367.0
https://github.com/ProLoser/Github-Omnibox,Has downloads,1.0
https://github.com/ProLoser/Github-Omnibox,Active time in days,1267.0
https://github.com/sanemat/do-not-merge-wip-for-github,Number of open issues,19.0
https://github.com/sanemat/do-not-merge-wip-for-github,Is a fork,0.0
https://github.com/sanemat/do-not-merge-wip-for-github,Has wiki,1.0
https://github.com/sanemat/do-not-merge-wip-for-github,Number of watchers,104.0
https://github.com/sanemat/do-not-merge-wip-for-github,Has issues,1.0
https://github.com/sanemat/do-not-merge-wip-for-github,Active time in days,1050.0
https://github.com/sanemat/do-not-merge-wip-for-github,Size of repo,110.0
https://github.com/sanemat/do-not-merge-wip-for-github,Has downloads,1.0
https://github.com/muan/dashboard,Number of open issues,1.0
https://github.com/muan/dashboard,Is a fork,0.0
https://github.com/muan/dashboard,Has wiki,0.0
https://github.com/muan/dashboard,Number of watchers,127.0
https://github.com/muan/dashboard,Has issues,1.0
https://github.com/muan/dashboard,Size of repo,49.0
https://github.com/muan/dashboard,Has downloads,1.0
https://github.com/muan/dashboard,Active time in days,695.0
https://github.com/harshjv/github-repo-size,Number of open issues,7.0
https://github.com/harshjv/github-repo-size,Is a fork,0.0
https://github.com/harshjv/github-repo-size,Has wiki,0.0
https://github.com/harshjv/github-repo-size,Number of watchers,163.0
https://github.com/harshjv/github-repo-size,Has issues,1.0
https://github.com/harshjv/github-repo-size,Has downloads,1.0
https://github.com/harshjv/github-repo-size,Size of repo,837.0
https://github.com/harshjv/github-repo-size,Active time in days,70.0
https://github.com/sindresorhus/notifier-for-github,Number of open issues,0.0
https://github.com/sindresorhus/notifier-for-github,Is a fork,0.0
https://github.com/sindresorhus/notifier-for-github,Has wiki,0.0
https://github.com/sindresorhus/notifier-for-github,Has issues,0.0
https://github.com/sindresorhus/notifier-for-github,Number of watchers,225.0
https://github.com/sindresorhus/notifier-for-github,Active time in days,1386.0
https://github.com/sindresorhus/notifier-for-github,Size of repo,2404.0
https://github.com/sindresorhus/notifier-for-github,Has downloads,1.0
https://github.com/kamranahmedse/githunt,Number of open issues,0.0
https://github.com/kamranahmedse/githunt,Is a fork,0.0
https://github.com/kamranahmedse/githunt,Has wiki,1.0
https://github.com/kamranahmedse/githunt,Number of watchers,333.0
https://github.com/kamranahmedse/githunt,Has issues,0.0
https://github.com/kamranahmedse/githunt,Size of repo,876.0
https://github.com/kamranahmedse/githunt,Active time in days,108.0
https://github.com/kamranahmedse/githunt,Has downloads,1.0
https://github.com/notwaldorf/github-canned-responses,Number of open issues,11.0
https://github.com/notwaldorf/github-canned-responses,Is a fork,0.0
https://github.com/notwaldorf/github-canned-responses,Has wiki,1.0
https://github.com/notwaldorf/github-canned-responses,Number of watchers,365.0
https://github.com/notwaldorf/github-canned-responses,Has issues,1.0
https://github.com/notwaldorf/github-canned-responses,Size of repo,72.0
https://github.com/notwaldorf/github-canned-responses,Active time in days,93.0
https://github.com/notwaldorf/github-canned-responses,Has downloads,1.0
https://github.com/sindresorhus/notifier-for-github-chrome,Number of open issues,17.0
https://github.com/sindresorhus/notifier-for-github-chrome,Is a fork,0.0
https://github.com/sindresorhus/notifier-for-github-chrome,Has wiki,0.0
https://github.com/sindresorhus/notifier-for-github-chrome,Has issues,1.0
https://github.com/sindresorhus/notifier-for-github-chrome,Number of watchers,377.0
https://github.com/sindresorhus/notifier-for-github-chrome,Size of repo,1685.0
https://github.com/sindresorhus/notifier-for-github-chrome,Has downloads,1.0
https://github.com/sindresorhus/notifier-for-github-chrome,Active time in days,987.0
https://github.com/thieman/github-selfies,Number of open issues,9.0
https://github.com/thieman/github-selfies,Is a fork,0.0
https://github.com/thieman/github-selfies,Has wiki,1.0
https://github.com/thieman/github-selfies,Number of watchers,562.0
https://github.com/thieman/github-selfies,Has issues,1.0
https://github.com/thieman/github-selfies,Has downloads,1.0
https://github.com/thieman/github-selfies,Active time in days,938.0
https://github.com/thieman/github-selfies,Size of repo,171.0
https://github.com/Justineo/github-hovercard,Number of open issues,2.0
https://github.com/Justineo/github-hovercard,Is a fork,0.0
https://github.com/Justineo/github-hovercard,Has wiki,1.0
https://github.com/Justineo/github-hovercard,Number of watchers,714.0
https://github.com/Justineo/github-hovercard,Has issues,1.0
https://github.com/Justineo/github-hovercard,Active time in days,476.0
https://github.com/Justineo/github-hovercard,Size of repo,11638.0
https://github.com/Justineo/github-hovercard,Has downloads,1.0
https://github.com/muan/github-gmail,Number of open issues,7.0
https://github.com/muan/github-gmail,Is a fork,0.0
https://github.com/muan/github-gmail,Has wiki,0.0
https://github.com/muan/github-gmail,Number of watchers,737.0
https://github.com/muan/github-gmail,Has issues,1.0
https://github.com/muan/github-gmail,Size of repo,478.0
https://github.com/muan/github-gmail,Active time in days,1046.0
https://github.com/muan/github-gmail,Has downloads,1.0
https://github.com/sindresorhus/refined-github,Number of open issues,53.0
https://github.com/sindresorhus/refined-github,Is a fork,0.0
https://github.com/sindresorhus/refined-github,Has wiki,0.0
https://github.com/sindresorhus/refined-github,Number of watchers,1131.0
https://github.com/sindresorhus/refined-github,Has issues,1.0
https://github.com/sindresorhus/refined-github,Active time in days,301.0
https://github.com/sindresorhus/refined-github,Size of repo,1559.0
https://github.com/sindresorhus/refined-github,Has downloads,1.0
https://github.com/jasonlong/isometric-contributions,Number of open issues,3.0
https://github.com/jasonlong/isometric-contributions,Is a fork,0.0
https://github.com/jasonlong/isometric-contributions,Has wiki,1.0
https://github.com/jasonlong/isometric-contributions,Number of watchers,1196.0
https://github.com/jasonlong/isometric-contributions,Has issues,1.0
https://github.com/jasonlong/isometric-contributions,Size of repo,391.0
https://github.com/jasonlong/isometric-contributions,Has downloads,1.0
https://github.com/jasonlong/isometric-contributions,Active time in days,992.0
https://github.com/OctoLinker/browser-extension,Number of open issues,23.0
https://github.com/OctoLinker/browser-extension,Is a fork,0.0
https://github.com/OctoLinker/browser-extension,Has wiki,0.0
https://github.com/OctoLinker/browser-extension,Has issues,1.0
https://github.com/OctoLinker/browser-extension,Number of watchers,1808.0
https://github.com/OctoLinker/browser-extension,Active time in days,1099.0
https://github.com/OctoLinker/browser-extension,Has downloads,1.0
https://github.com/OctoLinker/browser-extension,Size of repo,55759.0
https://github.com/buunguyen/octotree,Number of open issues,20.0
https://github.com/buunguyen/octotree,Is a fork,0.0
https://github.com/buunguyen/octotree,Has wiki,1.0
https://github.com/buunguyen/octotree,Number of watchers,7795.0
https://github.com/buunguyen/octotree,Has issues,1.0
https://github.com/buunguyen/octotree,Active time in days,968.0
https://github.com/buunguyen/octotree,Has downloads,1.0
https://github.com/buunguyen/octotree,Size of repo,56645.0
https://github.com/robrix/Madness,Number of open issues,18.0
https://github.com/robrix/Madness,Is a fork,0.0
https://github.com/robrix/Madness,Has wiki,1.0
https://github.com/robrix/Madness,Number of watchers,264.0
https://github.com/robrix/Madness,Has issues,1.0
https://github.com/robrix/Madness,Size of repo,341.0
https://github.com/robrix/Madness,Active time in days,502.0
https://github.com/robrix/Madness,Has downloads,1.0
https://github.com/typelift/SwiftCheck,Number of open issues,6.0
https://github.com/typelift/SwiftCheck,Is a fork,0.0
https://github.com/typelift/SwiftCheck,Has wiki,1.0
https://github.com/typelift/SwiftCheck,Has issues,1.0
https://github.com/typelift/SwiftCheck,Number of watchers,572.0
https://github.com/typelift/SwiftCheck,Has downloads,1.0
https://github.com/typelift/SwiftCheck,Size of repo,1424.0
https://github.com/typelift/SwiftCheck,Active time in days,850.0
https://github.com/patchthecode/JTAppleCalendar,Number of open issues,8.0
https://github.com/patchthecode/JTAppleCalendar,Is a fork,0.0
https://github.com/patchthecode/JTAppleCalendar,Has wiki,1.0
https://github.com/patchthecode/JTAppleCalendar,Number of watchers,1730.0
https://github.com/patchthecode/JTAppleCalendar,Has issues,1.0
https://github.com/patchthecode/JTAppleCalendar,Has downloads,1.0
https://github.com/patchthecode/JTAppleCalendar,Size of repo,1712.0
https://github.com/patchthecode/JTAppleCalendar,Active time in days,286.0
https://github.com/twostraws/HackingWithSwift,Number of open issues,1.0
https://github.com/twostraws/HackingWithSwift,Is a fork,0.0
https://github.com/twostraws/HackingWithSwift,Has wiki,1.0
https://github.com/twostraws/HackingWithSwift,Has issues,1.0
https://github.com/twostraws/HackingWithSwift,Number of watchers,1764.0
https://github.com/twostraws/HackingWithSwift,Active time in days,620.0
https://github.com/twostraws/HackingWithSwift,Has downloads,1.0
https://github.com/twostraws/HackingWithSwift,Size of repo,28246.0
https://github.com/Moya/Moya,Number of open issues,53.0
https://github.com/Moya/Moya,Is a fork,0.0
https://github.com/Moya/Moya,Has wiki,0.0
https://github.com/Moya/Moya,Number of watchers,4195.0
https://github.com/Moya/Moya,Has issues,1.0
https://github.com/Moya/Moya,Has downloads,1.0
https://github.com/Moya/Moya,Active time in days,870.0
https://github.com/Moya/Moya,Size of repo,15803.0
https://github.com/xmartlabs/Eureka,Number of open issues,62.0
https://github.com/xmartlabs/Eureka,Is a fork,0.0
https://github.com/xmartlabs/Eureka,Has wiki,1.0
https://github.com/xmartlabs/Eureka,Number of watchers,5022.0
https://github.com/xmartlabs/Eureka,Has issues,1.0
https://github.com/xmartlabs/Eureka,Size of repo,17905.0
https://github.com/xmartlabs/Eureka,Has downloads,1.0
https://github.com/xmartlabs/Eureka,Active time in days,459.0
https://github.com/realm/SwiftLint,Number of open issues,147.0
https://github.com/realm/SwiftLint,Is a fork,0.0
https://github.com/realm/SwiftLint,Has wiki,1.0
https://github.com/realm/SwiftLint,Number of watchers,5453.0
https://github.com/realm/SwiftLint,Has issues,1.0
https://github.com/realm/SwiftLint,Size of repo,3133.0
https://github.com/realm/SwiftLint,Has downloads,1.0
https://github.com/realm/SwiftLint,Active time in days,597.0
https://github.com/Quick/Quick,Number of open issues,50.0
https://github.com/Quick/Quick,Is a fork,0.0
https://github.com/Quick/Quick,Has wiki,1.0
https://github.com/Quick/Quick,Number of watchers,5746.0
https://github.com/Quick/Quick,Has issues,1.0
https://github.com/Quick/Quick,Active time in days,942.0
https://github.com/Quick/Quick,Size of repo,1947.0
https://github.com/Quick/Quick,Has downloads,1.0
https://github.com/raywenderlich/swift-algorithm-club,Number of open issues,23.0
https://github.com/raywenderlich/swift-algorithm-club,Is a fork,0.0
https://github.com/raywenderlich/swift-algorithm-club,Has wiki,1.0
https://github.com/raywenderlich/swift-algorithm-club,Number of watchers,10090.0
https://github.com/raywenderlich/swift-algorithm-club,Has issues,1.0
https://github.com/raywenderlich/swift-algorithm-club,Size of repo,7343.0
https://github.com/raywenderlich/swift-algorithm-club,Has downloads,1.0
https://github.com/raywenderlich/swift-algorithm-club,Active time in days,341.0
https://github.com/PerfectlySoft/Perfect,Number of open issues,22.0
https://github.com/PerfectlySoft/Perfect,Is a fork,0.0
https://github.com/PerfectlySoft/Perfect,Has wiki,1.0
https://github.com/PerfectlySoft/Perfect,Has issues,0.0
https://github.com/PerfectlySoft/Perfect,Number of watchers,10124.0
https://github.com/PerfectlySoft/Perfect,Has downloads,1.0
https://github.com/PerfectlySoft/Perfect,Size of repo,52804.0
https://github.com/PerfectlySoft/Perfect,Active time in days,441.0
https://github.com/SwiftyJSON/SwiftyJSON,Number of open issues,49.0
https://github.com/SwiftyJSON/SwiftyJSON,Is a fork,0.0
https://github.com/SwiftyJSON/SwiftyJSON,Has wiki,0.0
https://github.com/SwiftyJSON/SwiftyJSON,Number of watchers,12917.0
https://github.com/SwiftyJSON/SwiftyJSON,Has issues,1.0
https://github.com/SwiftyJSON/SwiftyJSON,Has downloads,1.0
https://github.com/SwiftyJSON/SwiftyJSON,Active time in days,928.0
https://github.com/SwiftyJSON/SwiftyJSON,Size of repo,814.0
https://github.com/Alamofire/Alamofire,Number of open issues,16.0
https://github.com/Alamofire/Alamofire,Is a fork,0.0
https://github.com/Alamofire/Alamofire,Has wiki,0.0
https://github.com/Alamofire/Alamofire,Number of watchers,21279.0
https://github.com/Alamofire/Alamofire,Has issues,1.0
https://github.com/Alamofire/Alamofire,Size of repo,2549.0
https://github.com/Alamofire/Alamofire,Active time in days,884.0
https://github.com/Alamofire/Alamofire,Has downloads,1.0
https://github.com/apple/swift,Number of open issues,191.0
https://github.com/apple/swift,Is a fork,0.0
https://github.com/apple/swift,Has wiki,0.0
https://github.com/apple/swift,Number of watchers,35819.0
https://github.com/apple/swift,Has issues,0.0
https://github.com/apple/swift,Size of repo,146950.0
https://github.com/apple/swift,Has downloads,1.0
https://github.com/apple/swift,Active time in days,436.0
https://github.com/xlgames-inc/XLE,Number of open issues,4.0
https://github.com/xlgames-inc/XLE,Is a fork,0.0
https://github.com/xlgames-inc/XLE,Has wiki,1.0
https://github.com/xlgames-inc/XLE,Number of watchers,223.0
https://github.com/xlgames-inc/XLE,Has issues,1.0
https://github.com/xlgames-inc/XLE,Size of repo,303191.0
https://github.com/xlgames-inc/XLE,Has downloads,1.0
https://github.com/xlgames-inc/XLE,Active time in days,718.0
https://github.com/Circular-Studios/Dash,Number of open issues,29.0
https://github.com/Circular-Studios/Dash,Is a fork,0.0
https://github.com/Circular-Studios/Dash,Has wiki,1.0
https://github.com/Circular-Studios/Dash,Number of watchers,334.0
https://github.com/Circular-Studios/Dash,Has issues,1.0
https://github.com/Circular-Studios/Dash,Size of repo,36327.0
https://github.com/Circular-Studios/Dash,Active time in days,757.0
https://github.com/Circular-Studios/Dash,Has downloads,1.0
https://github.com/4ian/GD,Number of open issues,37.0
https://github.com/4ian/GD,Is a fork,0.0
https://github.com/4ian/GD,Has wiki,1.0
https://github.com/4ian/GD,Number of watchers,419.0
https://github.com/4ian/GD,Has issues,1.0
https://github.com/4ian/GD,Active time in days,916.0
https://github.com/4ian/GD,Size of repo,128857.0
https://github.com/4ian/GD,Has downloads,1.0
https://github.com/methusalah/OpenRTS,Number of open issues,39.0
https://github.com/methusalah/OpenRTS,Is a fork,0.0
https://github.com/methusalah/OpenRTS,Has wiki,1.0
https://github.com/methusalah/OpenRTS,Number of watchers,522.0
https://github.com/methusalah/OpenRTS,Has issues,1.0
https://github.com/methusalah/OpenRTS,Size of repo,191121.0
https://github.com/methusalah/OpenRTS,Has downloads,1.0
https://github.com/methusalah/OpenRTS,Active time in days,493.0
https://github.com/panda3d/panda3d,Number of open issues,12.0
https://github.com/panda3d/panda3d,Is a fork,0.0
https://github.com/panda3d/panda3d,Has wiki,0.0
https://github.com/panda3d/panda3d,Has issues,0.0
https://github.com/panda3d/panda3d,Number of watchers,633.0
https://github.com/panda3d/panda3d,Has downloads,1.0
https://github.com/panda3d/panda3d,Active time in days,1187.0
https://github.com/panda3d/panda3d,Size of repo,86597.0
https://github.com/AdamsLair/duality,Number of open issues,103.0
https://github.com/AdamsLair/duality,Is a fork,0.0
https://github.com/AdamsLair/duality,Has wiki,1.0
https://github.com/AdamsLair/duality,Number of watchers,661.0
https://github.com/AdamsLair/duality,Has issues,1.0
https://github.com/AdamsLair/duality,Has downloads,1.0
https://github.com/AdamsLair/duality,Size of repo,241197.0
https://github.com/AdamsLair/duality,Active time in days,1260.0
https://github.com/spring/spring,Number of open issues,8.0
https://github.com/spring/spring,Is a fork,0.0
https://github.com/spring/spring,Has wiki,0.0
https://github.com/spring/spring,Has issues,0.0
https://github.com/spring/spring,Number of watchers,1053.0
https://github.com/spring/spring,Active time in days,2932.0
https://github.com/spring/spring,Size of repo,142416.0
https://github.com/spring/spring,Has downloads,1.0
https://github.com/superpowers/superpowers-core,Number of open issues,15.0
https://github.com/superpowers/superpowers-core,Is a fork,0.0
https://github.com/superpowers/superpowers-core,Has wiki,1.0
https://github.com/superpowers/superpowers-core,Has issues,1.0
https://github.com/superpowers/superpowers-core,Number of watchers,1139.0
https://github.com/superpowers/superpowers-core,Size of repo,4228.0
https://github.com/superpowers/superpowers-core,Has downloads,1.0
https://github.com/superpowers/superpowers-core,Active time in days,379.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Number of open issues,277.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Is a fork,0.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Has wiki,1.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Number of watchers,1190.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Has issues,1.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Size of repo,103481.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Active time in days,708.0
https://github.com/AtomicGameEngine/AtomicGameEngine,Has downloads,1.0
https://github.com/GarageGames/Torque2D,Number of open issues,26.0
https://github.com/GarageGames/Torque2D,Is a fork,0.0
https://github.com/GarageGames/Torque2D,Has wiki,1.0
https://github.com/GarageGames/Torque2D,Number of watchers,1175.0
https://github.com/GarageGames/Torque2D,Has issues,1.0
https://github.com/GarageGames/Torque2D,Size of repo,123968.0
https://github.com/GarageGames/Torque2D,Has downloads,1.0
https://github.com/GarageGames/Torque2D,Active time in days,1407.0
https://github.com/SiliconStudio/xenko,Number of open issues,166.0
https://github.com/SiliconStudio/xenko,Is a fork,0.0
https://github.com/SiliconStudio/xenko,Has wiki,1.0
https://github.com/SiliconStudio/xenko,Number of watchers,1239.0
https://github.com/SiliconStudio/xenko,Has issues,1.0
https://github.com/SiliconStudio/xenko,Active time in days,840.0
https://github.com/SiliconStudio/xenko,Size of repo,53965.0
https://github.com/SiliconStudio/xenko,Has downloads,1.0
https://github.com/jMonkeyEngine/jmonkeyengine,Number of open issues,122.0
https://github.com/jMonkeyEngine/jmonkeyengine,Is a fork,0.0
https://github.com/jMonkeyEngine/jmonkeyengine,Has wiki,0.0
https://github.com/jMonkeyEngine/jmonkeyengine,Number of watchers,1281.0
https://github.com/jMonkeyEngine/jmonkeyengine,Has issues,1.0
https://github.com/jMonkeyEngine/jmonkeyengine,Size of repo,718878.0
https://github.com/jMonkeyEngine/jmonkeyengine,Active time in days,1017.0
https://github.com/jMonkeyEngine/jmonkeyengine,Has downloads,1.0
https://github.com/urho3d/Urho3D,Number of open issues,142.0
https://github.com/urho3d/Urho3D,Is a fork,0.0
https://github.com/urho3d/Urho3D,Has wiki,1.0
https://github.com/urho3d/Urho3D,Number of watchers,1486.0
https://github.com/urho3d/Urho3D,Has issues,1.0
https://github.com/urho3d/Urho3D,Size of repo,127521.0
